courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Margarets Pearl,1.0000,5.0409,Good,Turf,5,2,128,64.1900,,67.8212,3.9836,-0.0467,166.0156,2.0000,20.3682,5,186.3837,71.0000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Too Many Spirits,2.0000,5.0409,Good,Turf,5,2,133,64.1900,0.0500,67.8212,3.9836,-0.0467,170.8164,7.0000,20.3682,0,191.1846,72.4000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Jolly Good Fellows (IRE),3.0000,5.0409,Good,Turf,5,2,125,64.1900,0.5500,67.8212,3.9836,-0.0467,160.8246,-1.0000,20.3682,5,181.1928,64.6000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Cydney Sweenie,4.0000,5.0409,Good,Turf,5,2,128,64.1900,2.5500,67.8212,3.9836,-0.0467,155.8573,2.0000,20.3682,5,176.2255,60.9000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Claret And Blues,5.0000,5.0409,Good,Turf,5,2,133,64.1900,4.5500,67.8212,3.9836,-0.0467,152.8901,7.0000,20.3682,0,173.2583,57.1000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Sea Mirage (IRE),6.0000,5.0409,Good,Turf,5,2,133,64.1900,6.3000,67.8212,3.9836,-0.0467,145.9188,7.0000,20.3682,0,166.2870,48.1000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Village Hall,7.0000,5.0409,Good,Turf,5,2,130,64.1900,14.3000,67.8212,3.9836,-0.0467,111.0499,4.0000,20.3682,0,131.4181,20.4000,high
PONTEFRACT,1,2026-04-21_PONTEFRACT_1,Ubettanotblink,8.0000,5.0409,Good,Turf,5,2,130,64.1900,32.3000,67.8212,3.9836,-0.0467,63.0997,4.0000,20.3682,0,83.4679,-14.3000,low
PONTEFRACT,2,2026-04-21_PONTEFRACT_2,Uncertainty (IRE),0.0000,6.0273,Good,Turf,4,3,128,77.5600,,82.1071,3.3524,-0.0467,,0.0000,11.9727,5,,,high
PONTEFRACT,2,2026-04-21_PONTEFRACT_2,Lady Youmzain (IRE),1.0000,6.0273,Good,Turf,4,3,135,77.5600,,82.1071,3.3524,-0.0467,176.5408,9.0000,11.9727,5,188.5135,66.4000,high
PONTEFRACT,2,2026-04-21_PONTEFRACT_2,Town Queen (IRE),2.0000,6.0273,Good,Turf,4,3,128,77.5600,1.0000,82.1071,3.3524,-0.0467,166.1884,2.0000,11.9727,5,178.1611,56.6000,high
PONTEFRACT,2,2026-04-21_PONTEFRACT_2,Reader,3.0000,6.0273,Good,Turf,4,3,128,77.5600,3.5000,82.1071,3.3524,-0.0467,157.8073,2.0000,11.9727,5,169.7800,47.1000,high
PONTEFRACT,2,2026-04-21_PONTEFRACT_2,Elemma (IRE),4.0000,6.0273,Good,Turf,4,3,128,77.5600,14.5000,82.1071,3.3524,-0.0467,120.9303,2.0000,11.9727,5,132.9031,7.4000,high
PONTEFRACT,3,2026-04-21_PONTEFRACT_3,Cape Ashizuri (IRE),1.0000,6.0273,Good,Turf,3,3,133,75.9200,,82.1071,3.4249,-0.0467,200.5085,7.0000,11.9727,0,212.4812,81.7000,high
PONTEFRACT,3,2026-04-21_PONTEFRACT_3,Alaminos,2.0000,6.0273,Good,Turf,3,3,127,75.9200,0.1500,82.1071,3.4249,-0.0467,193.9947,1.0000,11.9727,0,205.9675,76.8000,high
PONTEFRACT,3,2026-04-21_PONTEFRACT_3,Reciprocated,3.0000,6.0273,Good,Turf,3,3,136,75.9200,1.9000,82.1071,3.4249,-0.0467,197.0012,10.0000,11.9727,0,208.9739,77.9000,high
PONTEFRACT,3,2026-04-21_PONTEFRACT_3,Anaisa,4.0000,6.0273,Good,Turf,3,3,129,75.9200,1.9300,82.1071,3.4249,-0.0467,189.8985,3.0000,11.9727,5,201.8712,72.2000,high
